id,url,title,text
329,,,
330,,,
331,,,
332,,,
333,,,
334,,"Acknowledgments 
As the design and implementation of KIE has been a",
335,,"collaborative effort, we would like to acknowledge the contributions of the rest of the KIE Research Group: Alex Cuthbert, Christopher Hoadley, Sherry Hsi, Doug Kirkpatrick, Christine Schwarz, and Judy Stem.",
336,,"This material is based upon research supported by the National Science Foundation under grant No. RED-9453861. Any opinions, findings, and conclusions or recommendations expressed in this publication are those of the authors and do not necessarily reflect the view of the National Science Foundation.",
337,,"References 
Bell, P. (1995). How Far Does Light Go?: Individual 	and Collaborative Sense-Making of Science­	Related Evidence. 	Poster presented at the 	Annual Meeting of the American Educational 	Research Association, San Francisco, CA: 	AERA.",
338,,"Carey, S. (1985). Conceptual change in childhood. Cambridge, MA: MIT Press.",
339,,"Chi, M. T. H., Bassok, M., Lewis, M. W., Reimann, P., & Glaser, R. (1989). Self-explanations: How students study and use examples in learning to solve problems. Cognitive Science, 13, 145-182.",
340,,"diSessa, A. (1993). Toward an epistemology of physics. Cognition and Instruction, /0(2-3), 105-225.",
341,,"Hoadley, C. M. & Hsi, S. (1993). A multimedia interface for knowledge building and collaborative learning. Paper presented at the adjunct proceedings of InterCHI '93, (International Computer-Human Interaction Conference), Amsterdam, The Netherlands: Association for Computing Machinery.",
342,,"Hsi, S. & Hoadley, C. M. (1994). An interactive multimedia kiosk as a tool for collaborative discourse, reflection, and assessment. University of California, Hypermedia Case Studies in Computer Science.",
343,,"Linn, M. C. & Burbules, N. C. (1993). Construction of 	knowledge and group learning. In K. Tobin 	(Ed.), The practice of constructivism in science 	education (pp. 91-119). 	Washington, DC: 	American Association for the Advancement of 	Science (AAAS).",
344,,"Linn, M. C. (1995). Designing computer learning environments for engineering and computer science: The scaffolded knowledge integration framework. Journal of Science Education and Technology, 4(2), 103-126",
345,,,
346,,"Linn, M. C., diSessa, A., Pea, R. D., & Songer, N. B. (1994). Can Research on Science Learning and Instruction Inform Standards for Science Education? Journal of Science Education and Technology, 3(1), 7-15.",
347,,"Linn, M. C., Songer, N. B., & Eylon, B. S. (in press). Shifts and Convergences in Science Learning and Instruction. In D. Berliner & R. Calfee (Ed.), Handbook of Educational Psychology.",
348,,"Riverside, NJ: Macmillan",
349,,"Pea, R. D. (1993). The collaborative visualization project. Communications of the ACM, 36(5), 60-63.",
350,,"Pitkow, J. E. & Recker, M. M. (1994). Using the Web as a Survey Tool: Results from the Second WWW User Survey. From the GVU Technical Report GIT-GVU-94-40. Graphic, Visualiza­tion, & Usability Center at Georgia Tech.",
351,,"Resnick, L. B. (1983). Cognition and instruction: Issues and agendas. Hillsdale, NJ: Lawrence Erlbaum Associates.",
352,,"Soloway, E. (1995). Beware, Techies Bearing Gifts. Communications of the ACM, 38(1), 17-24.",
353,,"Songer, N. B. (1993). Learning science with a child­focused resource: A case study of Kids as Global Scientists. Proceedings of the Fifteenth Annual Meeting of the Cognitive Science Society (pp. 935-940). Hillsdale, NJ: Lawrence Erlbaum Associates.",
354,,"Vosniadou, S. & Brewer, W. F. (1992). Mental models of the earth: A study of conceptual change in childhood. Cognitive Psychology, 24(535-558).",
355,,Authors' Addresses,
356,,"Education in Mathematics, Science, and Technology, Philip Bell, Elizabeth A. Davis, and Marcia C. Linn:",
357,,"Graduate School of Education, University of California, 4533 Tolman Hall# 1670, Berkeley, CA 94 720-1670. pbell@violet. berkeley .edu, bets yd@ garnet. berkeley .edu, mclinn@violet.berkeley.edu.",
358,,"Additional information on the KIE project is available at ""http://www.kie.berkeley.edu/KIE.html"" on the World-Wide-Web.",
359,,"1 Throughout this paper, we use the term ""Net"" to indicate global networking technologies, including the current Internet and the World-Wide-Web. When we explicitly reference the Internet or the World-Wide-Web, we use those more specific terms.",
360,,,
361,,,
362,,,
363,,,
364,,"Computer Conferencing 
	and Collaborative Writing Tools: 
Starting a Dialogue About Student Dialogue",
365,,Curtis Jay Bonk1 and Kira S. King2,
366,,1 Department of Counseling and Educational Psychology,
367,,2Department of Instructional Systems Technology,
368,,Indiana University,
369,,,
370,,,
371,,,
372,,,
373,,,
374,,2. Collaborative Writing Roadblocks There are a numerous obstacles facing the study of,
375,,"computer conferencing and CW. Researchers, in fact, have just begun to examine the social interaction dif­ferences between CW tools such as computer network technologies and traditional writing classrooms (Forman, 1992). Minimal documentation presently ex­ists regarding the differences in communication pat­terns, teacher roles, or student writing performance across levels of CW tools and tasks. Many questions remain:",
376,,•	Will CW foster new expectations of teaching?,
377,,•	What types of writing collaborations are preferable 	to teachers and students? And when?,
378,,•	What kinds of CW activities are facilitated by dif­	ferent writing tasks and tools?,
379,,•	How do students assist each other during CW?,
380,,These questions unfortunately are often forgotten when viewing ingenious writing technologies or hear­,
381,,"ing about the exciting, new features for searching and sharing knowledge. Our research group has attempted to overcome these barriers by demonstrating how dif­ferent CW formats impact social interaction and learn­ing.",
382,,"3. A Collaborative Writing Taxonomy Bonk, Medury, and Reynolds (1994) defined CW as groups of two or more people working in concert on a common text project in an environment supportive of their text and idea sharing. In providing that definition, however, we realized that CW tools currently offer a maze of new communication channels among partici­pants (from one-to-one, many-to-one, and many-to­many) and a range of text support (e.g., electronic mail, delayed collaboration, brainstorming, and real­time text collaboration).",
383,,"After surveying and testing a number of CW tools, Bonk et al. (1994) attempted to clarify this predicament by designing a taxonomy of five levels of CW tools for school learning (i.e., from electronic mail to real­	time text document sharing; see Appendix A) as well",
384,,"as a model of the levels and types of nonacademic writ­ing support tools (Bonk, Reynolds, & Medury, in press). Though many similarities are evident, the di­versity of activity settings and coding schemes contin­ues to challenge educational researchers and are road­",
385,,blocks in movements to reform education from a social constructivist framework. The next section provides the specifics of our CW efforts to date.,
386,,"4. Researching the CW Levels: 
From a series of studies, we have discovered that these tools can: (1) change the way students and instructors",
387,,,
388,,"interact; (2) enhance collaborative learning opportuni­ties; (3) facilitate class discussion, and (4) move writ­ing from solitary to more active, social learning. By examining the CW formats used in schools and univer­sities, our research projects to date reaffirm our taxon­omy of CW tools used in schools (see Appendix A) and help us refine and reevaluate our coding schemes for CW dialogue. These results should inform re­searchers, tool designers, and policy makers of the im­portance of social interaction and dialogue in various CW tools and tasks.",
389,,"4.1. Level I: Electronic Mail Tools 
The first study was conducted in a course that was project oriented and met for three hours, once a week.",
390,,"In this course, two professors interacted with 48 stu­dents organized into 12 different teams, each working on separate and unique projects. To maintain contact with each student and track their progress, students were required to complete weekly reports and e-mail them directly to the instructors. The instructors then",
391,,"responded to each student with an individualized e-mail message which was coded during the semester. The in­teraction categories were based on the six ""means of as­sistance"" identified by Tharp and Gallimore (i.e., mod­eling, contingency management, feeding back, instruct­ing, questioning, cognitive structuring; see Tharp & Gallimore, 1988). E-mail was more prevalent in the beginning of the semester and primarily performed a feedback function.",
392,,"The second project analyzed involved a two semester graduate course sequence taught by the same instructor ( one course was more hands-on/design related (i.e., hypermedia) and the other was more theoretical in nature (i.e., constructivism)). The first part of the se­quence was a discussion class in which class and e-mail participation was graded, while the second part of the course was project-based. Rich data was obtained from following the e-mail conversation for the entire year in order to determine the role it played in the learning en­vironment, the social interactions that occurred, and how this form of computer mediated communication",
393,,"can best be used to support learning. Coding schemes by Tharp and Gallimore (1988) and Granott (1991) uti­lized for this analysis indicated that E-mail was more prevalent in the design class; however, in each class, the instructor dominated e-mail discussion.",
394,,"4.2. Level II: Remote / Delayed Collabora­tion 
The first of many delayed collaboration pro­jects involved a common and effective on-line com­munication tool (i.e., the Internet) (see Harasim, 1990). 	In this study (Sugar & Bonk, 1994), ""telecommunities"" and cognitive apprenticeships (Collins, Brown, & Newmann, 1989) provided students the opportunity to have new ""pen pals"" and fostered common understandings or new perspectives among",
395,,,
396,,,
397,,,
398,,,
399,,,
400,,"themselves; what Riel (1993) refers to as a global edu­cation. The World Forum, developed by the University of Michigan, is an on-line asynchronous telecommuni­cations project designed to give students from six mid­dle and six high school classrooms the opportunity to interact with each other about critical environmental is­sues. Throughout these interactions, the student groups are assisted by World Forum mentors who ques­tion and guide the student groups' understanding of these environmental issues. Tharp and Gallimore's (1988) six means of assistance (noted earlier), Bloom's (1956) levels of questioning taxonomy, and Selman's (1980) degree of perspective taking developmental scheme were used to map out these interactions. In the World Forum component of the World School, stu­dents discussed, questioned, and debated with Arctic ex­plorers, mentors, and peers about environmental issues. Student role taking activities within these environmen­tal discussions (students assumed roles of famous peo­ple like Professor Stephen Jay Gould and Mr. Richard Leakey) enhanced the degree of perspective taking in their conversations. This finding was interesting since mentor assistance and scaffolding during these ex­changes was minimal.",
401,,"The second Level II project discussed here involves a distance learning course entitled, Interactive Technologies for Learning, using picture-tel technolo­gies to deliver the course. Here, the instructors at each site utilized electronic conferencing methods to orga­nize, control, and facilitate electronic discussions and meaning negotiation. The analysis here is used to de­termine whether the instructors successfully assumed the role of student mentor and guide. Each week, stu­dents were involved in discussing the articles for the class. ""Starters"" were used to summarize the articles and begin discussion of the articles and open questions, while ""wrappers"" were used to summarize the discus­sion that took place. During the intervening days, stu­dents participated at least once on that conversation. Student VaxNotes were analyzed into categories like questions, clarifications, and answers. In addition, the relevancy of the comment to the topic and contribution to the construction of meaning was noted. Instructor VaxNotes were sorted according to instructional plan­ning, commenting, and guiding.",
402,,"A third Level II project investigated computer conferencing using a new tool, First Class, within a computer network. First Class allowed multiple users to communicate with each other regardless of time or geographical location, thereby fostering discussion threads on any topic of interest.",
403,,"4.3. Level III: Real-Time Brainstorming In Level III, multiple users can simultaneously brain­storm by sending messages to each other. In the only study noted here, we created several teaching dilemma",
404,,"prompts for preservice teachers to resolve electronically while working in subject matter teams (e.g., science)",
405,,,
406,,"in either real-time or delayed formats. One class of 30 preservice teachers in an educational psychology class interacted over VAX Notes in the Electronic Classroom (EC) (i.e., the delayed, asynchronous setting), while two other classes interacted using ""Connect"" (i.e., the real-time, synchronous setting). Naturally, issues of group size, roles or participant structures, and task re­quirements (e.g., length) are critical to the effect of these tools. Coding of student dialogue transcripts in­dicated that role assignment was critical to group inter­mental processing and attitudes. Whereas the use of the synchronous software tool, Connect , increased the range of possible group assignments and interaction patterns, the analyses also illustrated that asynchronous communication (Level II) facilitated more serious and",
407,,"lengthy interactions than those in real-time over a local network (Level III; i.e., synchronous communication). After developing a coding scheme for student-student interaction patterns in CW and electronic mail based on",
408,,"vealed that the delayed collaboration mode resulted in Meloth and Deering (1994), the dialogue transcripts re­",
409,,more thoughtful and extended peer interaction patterns.,
410,,"4.4. Level IV: Real-Time Text Collabora­tion 
Real-time collaborative tools allow students to view changes that peers and colleagues make to a document as they are being enacted (see Level V study below and Appendix A for examples).",
411,,"4.5. Level V: Cooperative Hypermedia 
This final level involves real-time collaboration on a common text or graphics document. The study re­viewed here is of a 10th grade English class studying the Crucible. The teacher incorporates the use of the real-time collaborative writing tool, Aspects, to spur classroom dialogue and discourse. An analysis of low and high participating students indicated that collabora­tive writing software increased the participation rate of quiet students and, to some extent, equalized student in­teraction patterns. In this study, students interacted us­ing Aspects in the free-for-all text mode, in the chat box, and in building common graphic concept maps or",
412,,webs of knowledge about Crucible characters. On-task behaviors and class discussion were extremely high us­ing this tool.,
413,,"5. Educational Contribution and Impli­cations 
The purpose of this paper is to increase the knowledge base on the benefits and drawbacks of various CW for­mats by investigating the student dialogue evident in various electronic learning settings. Across these stud­ies of existing CW practices, it is clear that collabora­tive advanced technologies are important tools for learning. The results indicate that both synchronous and asynchronous computer-conferencing have some ad-",
414,,,
415,,,
416,,,
417,,,
418,,,
419,,"vantages over live discussions of cases. CW findings may alter student and teacher ideas about teaching and learning and offer insight into how to use technology as a tool within a learner-centered environment. In ef­fect, our research team has begun to: (1) illustrate how schools and universities are using CW tasks and tools, (2) start a dialogue about student electronic social interaction and dialogue, and (3) catalog and inventory specific social interaction patterns within CW. If social interaction patterns and learner-centered ideas embedded in CW are documented and publicized by this research on CW tools and tasks, we will better comprehend and appreciate the components of this new teaching/learning epistemology.",
420,,"Bibliography 
Alexander, P. A., & Murphy, P. K. (1994). The re­	search base for APA 's learner-centered psycholog­	ical principles. Paper presented at the American 	Educational Research Association annual meet­	ing, New Orleans, LA.",
421,,"Bloom, B. (1956). Taxonomy of educational objec­tives; the classification of educational goals, by a committee of college and university examinees. New York: Longmans, Green.",
422,,"Bonk, C. J., Medury, P. V., & Reynolds, T. H. (1994). Cooperative hypermedia: The marriage of collaborative writing and mediated environ­ments. Computers in the Schools, 10(112); 79-124.",
423,,"Bonk, C. J., Reynolds, T. H., & Medury, P. V., (in press) Technology enhanced workplace writing: A social and cognitive transformation. To ap­pear in A. H. Duin & C. J. Hansen (Eds.), Nonacademic Writing: Social Theory and Tech­nology. Hillsdale, NJ: Erlbaum.",
424,,"Brown, A. L., & Palincsar, A. S. (1989). Guided, co­operative learning and individual knowledge ac­quisition. In L. Resnick (Ed.), Cognition and instruction: Issues and agendas (pp. 391-451). Hillsdale, NJ: Erlbaum.",
425,,"Collins, A., Brown J. S., & Newmann S. (1989). 	Cognitive apprenticeship: Teaching the crafts of 	reading, writing, and mathematics. 	In L. 	Resnick, (Ed.), Knowing, learning, and instruc­	tion: Essays in honor of Robert Glaser. Hills­	dale, NJ: Erlbaum.",
426,,"Daiute, C., & Dalton, B. (1988). ""Let's brighten it up a bit"": Communication and cognition in writing. In B. A. Rafoth & D. L. Rubin (Eds.), The so­cial construction of written language (pp. 249-269). Norwood, NJ: Ablex.",
427,,,
428,,"Forman, J. (Ed.). (1992). New visions of collaborative writing. Portsmouth, NH: Boynton/Cook.",
429,,"Granott, Nira. (1991). Play, puzzles, and a dilemma: Patterns of interaction in the co-construction of knowledge. Paper presented at the annual meet­",
430,,"ing of the ABRA annual mtg, Chicago, IL.",
431,,"Harasim, Linda. (1990). Online education: An envi­",
432,,"ronment for collaboration and intellectual ampli­fication. In L. Harasim, (Ed.). Online education: Perspectives on a new environment. NY:",
433,,Praeger.,
434,,"Meloth, M., & Deering, P. (1994). Task talk and task",
435,,"awareness under different cooperative learning conditions. American Educational Research As­sociation, 31(1), 138-165.",
436,,"Riel, M. (1993). Global Education through learning circles. In L. Harasim, (Ed.). Global Networks.",
437,,"Cambridge, MA: MIT Press.",
438,,"Salomon, G. (1988). AI in reverse: Computer tools that turn cognitive. Journal of Educational Computing Research, 4(2), 123-139.",
439,,"Schrage, M. (1990). Shared minds: The technologies 	of collaboration. New York: Random House.",
440,,"Selman, R. (1980). The growth of interpersonal under­	standing: Developmental and clinical analysis.",
441,,New York: Academic Press.,
442,,"Sugar, W. A., & Bonk, C. J. (1994). World Forum communications: Analyses of student and mentor interactions. Paper presented at the Mid-Western",
443,,Educational Research Association annual meet­,
444,,"ing, Chicago, IL.",
445,,"Tharp, R., & Gallimore, R. (1988). Rousing minds to life: Teaching, learning, and schooling in a so­cial context. Cambridge, MA: Cambridge Uni­",
446,,versity Press.,
447,,"Wertsch, J. V. (1991). Voices of the mind: A sociocul­	tural approach to mediated action. Cambridge,",
448,,MA: Harvard.,
449,,"Vygotsky, L. (1986). Thought and language (rev. ed.).",
450,,"Cambridge, MA: MIT Press.",
451,,"Authors' Addresses 
Curtis Jay Bonk: Department of Counseling and Educa­",
452,,"tional Psychology, Indiana University, Bloomington, IN, 47405-1006, Email: CJBonk@Indiana.edu; Kira S. King: Department of Instructional Systems Tech­",
453,,"nology, Indiana University, Bloomington, IN, 47405-",
454,,"1006, Email: KSKing@Indiana.edu.",
455,,,
456,,,
457,,,
458,,,
459,,,
460,,Appendix A: Taxonomy of Collaborative Writing Tools,
461,,"(Bonk, Medury & Reynolds, 1994)",
462,,"Note: the tools listed below may vary in options such as: text outlining, concept mapping, teacher coaching, dialogue tracking, and maximum number of partici­pants.",
463,,"Level 1. Electronic Mail and Delayed Mes­saging Tools: allow users to directly send messages or files from one computer to another using point-to­point transfer or to a centralized server using a store­and-forward strategy; while the latter may be preferred since users can log on and off without losing mes­sages, the former may be more economical in a writing lab; useful for assignment reminders, scheduling, and providing document feedback.",
464,,"cc:mail (cc:Mail, Inc.)",
465,,DaynaMail (Dayna Communications),
466,,Microsoft Mail (Microsoft; Note: also has Level 3 applications),
467,,QuickMail (CE Software; Note: also has Level 3 applications),
468,,Level 2. Remote Access/Delayed Collabora­,
469,,"tive Writing Tools: allow users to remotely ac­cess, update, and control files stored on other comput­ers or stored on a mainframe computer; remote access often requires security clearance; helpful for revision or review of a document.",
470,,"Bank Street Writer III (Scholastic Software, Inc.)",
471,,"Carbon Copy (Microcom, Inc.)",
472,,Collaborative Writer (Research Design Associates),
473,,For Comment (Access Technologies),
474,,Instant Update (On Technology),
475,,Mark-Up (Mainstay),
476,,,
477,,"shared/transcript window consisting of ongoing dia­logue and a private screen for creating and editing dia­logue; useful for prewriting, idea generation, and post­writing phases of collaborative writing.",
478,,Conference Writer (Research Design Associates),
479,,"DIScourse (Daedalus Group, Inc)",
480,,Group Writer (Sunburst Communications),
481,,Connect (Norton),
482,,Level 4. Real-time Collaborative Writing,
483,,Tools (Text Only): allow more than one person to work on a document concurrently; changes to a docu­ment are immediately visible to all participants; point­ing devices allow users to draw attention to particular parts of a shared document while private chat boxes al­low for real-time conversation and commenting; useful for text creation and revision.,
484,,Live Writer I (Research Design Associates),
485,,Realtime Writer (Realtime Learning Systems; used mainly for Level 3 purposes),
486,,Level 5. Cooperative Hypermedia Tools:,
487,,"most allow document sharing capabilities of Level 4 above but expanded to other features including: hyper­text, graphics, video images, music, speech, or anima­tion; typically require sophisticated hardware; useful for most aspects of writing depending on feature.",
488,,Aspects (Group Logic),
489,,CSILE (Ontario Institute of Studies in Education),
490,,HyperAuthor (Hypermedia and Cognition Group at Wisconsin),
491,,"IRIS Intermedia (Brown University, Institute for Research in Info and Scholarship)",
492,,KnowledgeBuilder (Knowledge Builder),
493,,My MediaText Workshop (K-6) or Mediatext (Grades 7 to Adult) (Wings for Learning),
494,,,
495,,"Prep Editor (College of Humanities and Social 
Sciences at Carnegie Mellon Univ.) 
Prose (McGraw-Hill Book Company) 
SEEN (CONDUIT; provides remote commenting 
on ideas not completed text) 
Screen Share (White Knight Technology) 
Timbuktu (Farallon, Inc.)",
496,,"Level 3. Real-Time Dialoguing and Idea 
Generation Tools: allow multiple users to simulta­
neously brainstorm on a topic by sending messages to 
each other; typically have two windows: a",
497,,,
498,,,
499,,,
500,,An Alternative Perspective for Developing a Mathematical Microworld,
501,,Janet Bowers,
502,,Vanderbilt University,
503,,,
504,,"Abstract 
This article describes one attempt to develop an alter­native perspective for designing a computer mi­croworld by using a bottom-up approach to instruc­tional design. This approach differs from traditional in­structional design in two ways. First, the program was",
505,,"intended to augment an existing activity sequence rather than serve as an independent environment sepa­rated from the students' regular classroom work. Sec­ond, it is considered to be bottom-up in the sense that its aim was to engage students in activities that were consistent with their provisional ways of knowing. The first section of this paper describes how the con­structs of reification and distributed intelligences were combined with Freudenthal's three design heuristics to",
506,,guide the development of the microworld. The second section discusses some data from a project classroom in which the program was used.,
507,,"Keywords - mathematical microworlds, collaborative",
508,,"learning, interface design.",
509,,"1. An Alternative Approach to Designing a Micro world 
The constructs of reification and distributed intelli­gences offer complementary ways of explaining how learning occurs as students use computers. On the one hand, psychological constructivists such as Kaput [5] suggest that when students are acting on dynamic sym­bol systems, they are able to reflect on and reify their actions into mathematical objects. On the other hand, Pea [7] assumes a socioculturalist perspective to view learning as a process in which students off-load their lower-level cognitive tasks to the surrounding envi­ronment. This off-loading frees the mind to engage in higher-level thinking and planning tasks. From an emergent point of view [1], a coordination of these two constructs suggests that there is a reflexivity between Kaput's view that learning originates in reflection on",
510,,real-world actions and Pea's view of the computer as a cognitive reorganizer of mental activities.,
511,,,
512,,"The purpose of this article is to describe how the constructs of reification [8] and distributed intelli­gences [7] informed the development and research of a computer microworld. The program, which was devel­oped as one part of a three year teaching experiment,",
513,,"served as one vehicle for exploring the reflexive rela­tionship between the social and psychological compo­nents of learning. The guiding theoretical framework suggests that neither individual nor social components can adequately account for learning without consider­ing the other [1]. Therefore, the goal for designing this microworld was to encourage whole-class and group",
514,,"discussions by building an environment in which stu­dents could distribute their intelligences to support their individual processes of reification. To this end,",
515,,"native approach to design for two reasons. First, it was the microworld described in this paper offers an alter­",
516,,,
517,,"designed to be used as part of a larger instructional se­quence and therefore it was intended to support whole­class discussions rather than being used as a tutor helping individuals who are working alone. Second, it attempts to engage students in activities that are consis­",
518,,"tent with their current ways of knowing rather than having them interpret expert models. In this way, meanings are seen as emerging through engagement in the social interactions and mathematical practices of the classroom.",
519,,"1.1. The Candy Factory and the MacCandy Factory The Candy Factory instructional sequence was first used in a second-grade classroom in Indiana. Reflec­tions on that project were used to inform the develop­ment of the present sequence and accompanying mi­croworld which were used in a third-grade classroom in Tennessee. The intent of the sequence was to sup­port students' construction of increasingly sophisti­cated conceptions of place value numeration and in­creasingly efficient algorithms for adding and subtract­ing three-digit numbers. The basic scenario involved students imagining that they were working in a candy factory in which candies were packed in rolls of ten, and rolls were packed in boxes of ten. During the",
520,,,
521,,,
522,,,
523,,,
524,,,
525,,"teaching experiment described in this paper, the in­structional activity was implemented in three phases. First, students were asked to ""pack"" and ""unpack"" Multi-Link cubes to build imagery for estimating quantities. After the students developed a sense of this activity, the first computer microworld was introduced to facilitate the process of packing and unpacking larger quantities. The two goals of this phase of the se­quence were to engage students in activities that in­volved the composition and decomposition of arith­metical units, and to help them develop estimation skills for larger numbers.",
526,,"The second phase of the sequence involved the in­troduction of an inventory form to keep track of trans­actions in the storeroom. The issue of how to record these transactions (and thus the composition and de­composition of arithmetical units) became an explicit focus of the children's activity. Students initially used drawings and other means of symbolizing to model their mathematical reasoning. After the class negoti­ated a common notation scheme, a second microworld that was consistent with the class's notation was intro­duced. This rnicroworld contained a linked representa­tion system which provided an opportunity for students to see how their packing and unpacking activities using the graphics were reflected on the inventory form, and, conversely, how changes on the digits of the inventory form were reflected in corresponding changes on the graphics. As a final phase of the sequence, the inven­tory form was modified and addition and subtraction tasks were presented in vertical column format. After several days of instruction using drawings to support their addition and subtraction models, a third mi­croworld was introduced. This final program was de­signed to fit with the students' present ways of inter­preting adding and subtracting as well as support the development of increasingly sophisticated conceptions.",
527,,"2. Three Design Heuristics 
In order to develop the Candy Factory instructional se­quence and the MacCandy Factory microworlds, the investigators collaborated with designers at the Freudenthal Institute in the Netherlands. Their ap­proach, entitled ""Realistic Mathematics Education"" (RME), has lead the mathematics reform movement in the Netherlands. The underlying assumption of this ap­proach is that there is a reflexive relationship between design and research such that each phase informs the perspective of the other. The intent of this collabora­tion was to coordinate RME's three underlying design assumptions with the sociocultural framework of dis­tributed intelligences [7] to guide the development of instructional sequences and computer learning envi­ronments that are consistent with reform-based in­struction in mathematics in the United States [6]. The",
528,,,
529,,"three basic tenets of RME form a strong core of beliefs about mathematics, pedagogy, and mathematics educa­tion itself [ 4). These core assumptions constitute one example of a unified set of design heuristics that are consistent with the tenets of constructivism [l]. Each of these will be further described below in order to de­rive a framework for developing and researching other microworld designs.",
530,,"2.1. Assumption #1: Mathematical learning occurs through matbematization and guided reinvention This assumption is based on a view of mathematics as an activity rather than a static group of facts that must be assimilated. As students engage in and reflect on their activities, they reinvent mathematical concepts that are personally meaningful. In this way, their mathematical conceptions grow out of their own inter­pretations of their actions. Gravemeijer [ 4] uses the term ""mathematization"" to describe the process by which students begin to develop ways of organizing their situated activities into mathematical interpreta­tions. Although each student interprets his or her ac­tivities individually, the teacher can guide this process by encouraging students to discuss their increasingly sophisticated mathematization strategies, with particu­lar emphasis placed on those strategies that are effi­cient. In the case of the Candy Factory sequence, stu­dents' own situation-based activities of packing Multi­Link cubes arose out of their need to count large num­bers of candies. Eventually, through whole-class dis­cussions, the students negotiated meanings for the symbols they used to mathematize their activities using pencil and paper. Once these class conventions were established, the teacher introduced the MacCandy Factory microworld to support their mathematizing and symbolizing.",
531,,"In order to facilitate these activities, the computer",
532,,"sentations of boxes, rolls and pieces that resembled the microworld was designed to include simplistic repre­",
533,,"students' previously documented notational schemes. The decision to use two-dimensional figures rather than more realistic drawings was deliberately made to support students' understandings of how their own im­agery and symbols might be reflected in their mi­croworld activities. Because the icons shown in the mi­croworld were designed to be consistent with the taken-as-shared symbols used in the class discussions, the meanings of the symbols were not assumed to be built into the interface. Further, the interface was not viewed as ""containing"" meaning, or as a tool for con­veying the concept of place value. Instead, it was de­signed to support students' mathematization activities from the bottom-up; that is, the program was designed to fit with their current ways of knowing and be consis­tent with the practices of the larger social environment of the classroom discussions.",
534,,,
535,,,
536,,,
537,,,
538,,,
539,,,
540,,,
541,,,
542,,"their own models of their situated activities, then the",
543,,activity becomes realized in a bottom-up way.,
544,,"In the case of the MacCandy Factory, the intent was that the students' drawings and the icons on the screen could serve as models of their situated packing and unpacking activity. As the sequence progressed, these models of their actions could become models for the more formal mathematical strategies of transform­ing quantity representations within the base ten system. The working assumption guiding this design process was that the meanings and mathematical understand­ings could not be conveyed through the program itself. Instead, meanings were intended to emerge from the bottom-up; that is, rooted in the students' models of the context. In this way, their thinking was implicit in their strategies and guided by the activities in which they engaged.",
545,,,
546,,"of the candy factory. Further, the quality of the stu­dents' reasonings illustrated both their growing under­standings of the inherent conventions of standard nota­tion, and their increasingly sophisticated conceptions of place value.",
547,,The present data analysis suggests that although,
548,,"there was a wide variety of different interpretations by the end of the teaching experiment, all students had successfully developed more flexible conceptions of place value. There is a strong likelihood that this oc­curred because of the teacher's attempts to fold back the discussions to the imagery of the Candy Factory and the students' use of the MacCandy Factory in order to situate their informal activities. It appears that this alternative approach to software design combined with the teacher's expertise provided a way of building on students' informal strategies from the bottom-up to support their more formal mathematical conceptions of",
549,,,
550,,,
551,,,
552,,,
553,,,
554,,,
555,,,
556,,"Multiplayer Activities that 
Develop Mathematical Coordination",
557,,"Lauren J. Bricker, Steven L. Tanimoto, Alex I. Rothenberg,",
558,,"Danny C. Hutama, and Tina H. Wong",
559,,"Department of Computer Science and Engineering, University of Washington",
560,,,
561,,,
562,,,
563,,"Keywords - Co-present CSCW, computer supported collaborative learning, mathematics education, mathe­matical coordination, multiple mice, color matching, curve fitting, chord matching, cooperative learning.",
564,,"1. Introduction 
This paper presents four activities that enable co-pre­sent or face-to-face collaborative learning. Computer",
565,,"Supported Collaborative Learning (CSCL) as a whole is designed to encourage cooperation, discussion of ideas, resolution of cognitive conflicts, and promote problem solving and higher-order thinking skills. CSCL programs can be divided into two types: those supporting cooperation at a distance and those support­ing cooperation in a co-present setting. As video tele­conferencing technology improves and gets cheaper, this dichotomy will become less clear. For now, how­ever, cooperation at a distance is hampered by the low degree of apparent presence available and the lack of actual contact with other students. Co-present collabo­ration, on the other hand, allows students to interact",
566,,"directly, see each other's expressions and gestures, therefore communicate more effectively.",
567,,,
568,,"puter, and it may increase the average rate of learning for the students in the group.",
569,,The reasons to support cooperative learning has been well stated by Davidson [4] in relation to mathe­matics. Group learning addresses some of the prob­,
570,,"lems associated with the isolative nature of typical mathematics curricula. As a whole, students working in a group become less discouraged and frustrated than students working alone. The group not only is a source for additional help, but it becomes a support network for members. Combining computers with group learn­ing is an attractive possibility for mathematics educa­tion, because computers can empower students to con­struct and explore mathematical objects and worlds.",
571,,The programs we present are intended to support,
572,,"mathematics teaching with the 1989 standards by the National Council of Teachers of Mathematics. Nu­merous reports have documented the difficulties that K-12 students in the United States have with mathe­matics (e.g., see [14]). When pressed for a reason, stu­dents often complain that mathematics is ""difficult"" and that they don't see much use for it beyond simple arithmetic. In response to these concerns, the NCTM developed Curriculum and Evaluation Standards for",
573,,School Mathematics; this document specifies not only,
574,,,
575,,,
576,,,
577,,,
578,,,
579,,"the content to be covered but the many ways in which this knowledge should be brought to life and connected to other subjects. These ways include communication about mathematics, problem solving and posing, and integrating the teaching of mathematics with other",
580,,,
581,,communication is designed to make the communica­tion between users more productive.,
